Names,Rates,Prices,category_name,url 
Counted With the Stars ...,5,17.97,Christian Fiction,http://books.toscrape.com/catalogue/category/books/christian-fiction_34/index.html
If I Run (If ...,4,49.97,Christian Fiction,http://books.toscrape.com/catalogue/category/books/christian-fiction_34/index.html
Names,Rates,Prices,category_name,url
The Dirty Little Secrets ...,4,33.34,Business,http://books.toscrape.com/catalogue/category/books/business_35/index.html
The Third Wave: An ...,5,12.61,Business,http://books.toscrape.com/catalogue/category/books/business_35/index.html
The 10% Entrepreneur: Live ...,3,27.55,Business,http://books.toscrape.com/catalogue/category/books/business_35/index.html
Shoe Dog: A Memoir ...,2,23.99,Business,http://books.toscrape.com/catalogue/category/books/business_35/index.html
Made to Stick: Why ...,5,38.85,Business,http://books.toscrape.com/catalogue/category/books/business_35/index.html
Quench Your Own Thirst: ...,1,43.14,Business,http://books.toscrape.com/catalogue/category/books/business_35/index.html
The Art of Startup ...,3,21.0,Business,http://books.toscrape.com/catalogue/category/books/business_35/index.html
Born for This: How ...,5,21.59,Business,http://books.toscrape.com/catalogue/category/books/business_35/index.html
The E-Myth Revisited: Why ...,1,36.91,Business,http://books.toscrape.com/catalogue/category/books/business_35/index.html
"Rich Dad, Poor Dad",1,51.74,Business,http://books.toscrape.com/catalogue/category/books/business_35/index.html
The Lean Startup: How ...,3,33.92,Business,http://books.toscrape.com/catalogue/category/books/business_35/index.html
Rework,2,44.88,Business,http://books.toscrape.com/catalogue/category/books/business_35/index.html
Names,Rates,Prices,category_name,url
Louisa: The Extraordinary Life ...,2,16.85,Biography,http://books.toscrape.com/catalogue/category/books/biography_36/index.html
Setting the World on ...,2,21.15,Biography,http://books.toscrape.com/catalogue/category/books/biography_36/index.html
The Faith of Christopher ...,1,39.55,Biography,http://books.toscrape.com/catalogue/category/books/biography_36/index.html
Benjamin Franklin: An American ...,3,48.19,Biography,http://books.toscrape.com/catalogue/category/books/biography_36/index.html
The Rise of Theodore ...,3,42.57,Biography,http://books.toscrape.com/catalogue/category/books/biography_36/index.html
Names,Rates,Prices,category_name,url
In Her Wake,1,12.84,Thriller,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html
The Elephant Tree,5,23.82,Thriller,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html
Behind Closed Doors,4,52.22,Thriller,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html
You (You #1),5,43.61,Thriller,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html
The Guilty (Will Robie ...,2,13.82,Thriller,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html
The 14th Colony (Cotton ...,1,39.24,Thriller,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html
Give It Back,2,18.32,Thriller,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html
Killing Floor (Jack Reacher ...,4,31.49,Thriller,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html
The Bone Hunters (Lexy ...,3,59.71,Thriller,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html
Far From True (Promise ...,2,34.93,Thriller,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html
The Travelers,1,15.77,Thriller,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html
Names,Rates,Prices,category_name,url
When We Collided,1,31.77,Contemporary,http://books.toscrape.com/catalogue/category/books/contemporary_38/index.html
Someone Like You (The ...,5,52.79,Contemporary,http://books.toscrape.com/catalogue/category/books/contemporary_38/index.html
We Are All Completely ...,1,24.04,Contemporary,http://books.toscrape.com/catalogue/category/books/contemporary_38/index.html
Names,Rates,Prices,category_name,url
The Four Agreements: A ...,5,17.66,Spirituality,http://books.toscrape.com/catalogue/category/books/spirituality_39/index.html
The Activist's Tao Te ...,5,32.24,Spirituality,http://books.toscrape.com/catalogue/category/books/spirituality_39/index.html
Chasing Heaven: What Dying ...,2,37.8,Spirituality,http://books.toscrape.com/catalogue/category/books/spirituality_39/index.html
If I Gave You ...,1,20.91,Spirituality,http://books.toscrape.com/catalogue/category/books/spirituality_39/index.html
Unreasonable Hope: Finding Faith ...,2,46.33,Spirituality,http://books.toscrape.com/catalogue/category/books/spirituality_39/index.html
A New Earth: Awakening ...,5,55.65,Spirituality,http://books.toscrape.com/catalogue/category/books/spirituality_39/index.html
Names,Rates,Prices,category_name,url
Logan Kade (Fallen Crest ...,2,13.12,Academic,http://books.toscrape.com/catalogue/category/books/academic_40/index.html
Names,Rates,Prices,category_name,url
Online Marketing for Busy ...,1,46.35,Self Help,http://books.toscrape.com/catalogue/category/books/self-help_41/index.html
How to Be Miserable: ...,1,46.03,Self Help,http://books.toscrape.com/catalogue/category/books/self-help_41/index.html
"Overload: How to Unplug, ...",3,52.15,Self Help,http://books.toscrape.com/catalogue/category/books/self-help_41/index.html
You Are a Badass: ...,3,12.08,Self Help,http://books.toscrape.com/catalogue/category/books/self-help_41/index.html
How to Stop Worrying ...,5,46.49,Self Help,http://books.toscrape.com/catalogue/category/books/self-help_41/index.html
Names,Rates,Prices,category_name,url
All the Light We ...,5,29.87,Historical,http://books.toscrape.com/catalogue/category/books/historical_42/index.html
The Girl You Left ...,1,15.79,Historical,http://books.toscrape.com/catalogue/category/books/historical_42/index.html
Names,Rates,Prices,category_name,url
(Un)Qualified: How God Uses ...,5,54.0,Christian,http://books.toscrape.com/catalogue/category/books/christian_43/index.html
Crazy Love: Overwhelmed by ...,2,47.72,Christian,http://books.toscrape.com/catalogue/category/books/christian_43/index.html
Blue Like Jazz: Nonreligious ...,1,25.77,Christian,http://books.toscrape.com/catalogue/category/books/christian_43/index.html
Names,Rates,Prices,category_name,url
Silence in the Dark ...,3,58.33,Suspense,http://books.toscrape.com/catalogue/category/books/suspense_44/index.html
Names,Rates,Prices,category_name,url
The Grownup,1,35.88,Short Stories,http://books.toscrape.com/catalogue/category/books/short-stories_45/index.html
Names,Rates,Prices,category_name,url
Suzie Snowflake: One beautiful ...,5,54.81,Novels,http://books.toscrape.com/catalogue/category/books/novels_46/index.html
Names,Rates,Prices,category_name,url
The Bulletproof Diet: Lose ...,3,49.05,Health,http://books.toscrape.com/catalogue/category/books/health_47/index.html
"Eat Fat, Get Thin",2,54.07,Health,http://books.toscrape.com/catalogue/category/books/health_47/index.html
10-Day Green Smoothie Cleanse: ...,5,49.71,Health,http://books.toscrape.com/catalogue/category/books/health_47/index.html
The Art and Science ...,5,52.98,Health,http://books.toscrape.com/catalogue/category/books/health_47/index.html
Names,Rates,Prices,category_name,url
Libertarianism for Beginners,2,51.33,Politics,http://books.toscrape.com/catalogue/category/books/politics_48/index.html
Why the Right Went ...,4,52.65,Politics,http://books.toscrape.com/catalogue/category/books/politics_48/index.html
Equal Is Unfair: America's ...,1,56.86,Politics,http://books.toscrape.com/catalogue/category/books/politics_48/index.html
Names,Rates,Prices,category_name,url
Amid the Chaos,1,36.58,Cultural,http://books.toscrape.com/catalogue/category/books/cultural_49/index.html
Names,Rates,Prices,category_name,url
Dark Notes,5,19.19,Erotica,http://books.toscrape.com/catalogue/category/books/erotica_50/index.html
Names,Rates,Prices,category_name,url
The Long Shadow of ...,1,10.97,Crime,http://books.toscrape.com/catalogue/category/books/crime_51/index.html
Names,Rates,Prices,category_name,url
It's Only the Himalayas,2,45.17,Travel,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
Full Moon over Noah’s ...,4,49.43,Travel,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
See America: A Celebration ...,3,48.87,Travel,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
Vagabonding: An Uncommon Guide ...,2,36.94,Travel,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
Under the Tuscan Sun,3,37.33,Travel,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
A Summer In Europe,2,44.34,Travel,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
The Great Railway Bazaar,1,30.54,Travel,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
A Year in Provence ...,4,56.88,Travel,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
The Road to Little ...,1,23.21,Travel,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
Neither Here nor There: ...,3,38.95,Travel,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
"1,000 Places to See ...",5,26.08,Travel,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
Names,Rates,Prices,category_name,url
Sharp Objects,4,47.82,Mystery,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
"In a Dark, Dark ...",1,19.63,Mystery,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
The Past Never Ends,4,56.5,Mystery,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
A Murder in Time,1,16.64,Mystery,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
The Murder of Roger ...,4,44.1,Mystery,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
The Last Mile (Amos ...,2,54.21,Mystery,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
That Darkness (Gardiner and ...,1,13.92,Mystery,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Tastes Like Fear (DI ...,1,10.69,Mystery,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
A Time of Torment ...,5,48.35,Mystery,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
A Study in Scarlet ...,2,16.73,Mystery,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Poisonous (Max Revere Novels ...,3,26.8,Mystery,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Murder at the 42nd ...,4,54.36,Mystery,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Most Wanted,3,35.28,Mystery,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Hide Away (Eve Duncan ...,1,11.84,Mystery,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Boar Island (Anna Pigeon ...,3,59.48,Mystery,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
The Widow,2,27.26,Mystery,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Playing with Fire,3,13.71,Mystery,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
What Happened on Beale ...,5,25.37,Mystery,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
The Bachelor Girl's Guide ...,5,52.3,Mystery,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Delivering the Truth (Quaker ...,4,20.89,Mystery,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Names,Rates,Prices,category_name,url
Tipping the Velvet,1,53.74,Historical Fiction,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
Forever and Forever: The ...,3,29.69,Historical Fiction,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
A Flight of Arrows ...,5,55.53,Historical Fiction,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
The House by the ...,1,36.95,Historical Fiction,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
Mrs. Houdini,5,30.25,Historical Fiction,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
The Marriage of Opposites,4,28.08,Historical Fiction,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
Glory over Everything: Beyond ...,3,45.84,Historical Fiction,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
"Love, Lies and Spies",2,20.55,Historical Fiction,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
A Paris Apartment,4,39.01,Historical Fiction,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
Lilac Girls,2,17.28,Historical Fiction,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
The Constant Princess (The ...,3,16.62,Historical Fiction,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
The Invention of Wings,1,37.34,Historical Fiction,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
World Without End (The ...,4,32.97,Historical Fiction,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
The Passion of Dolssa,5,28.32,Historical Fiction,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
